1990084,vse2,9915,3,05.09.1996,183725
1990085,sofB,49500,2,29.09.1996,183948
1990086,sofB,49500,1,14.09.1996,184444
1990087,sofC,51500,3,24.09.1996,183947
1990088,sofD,46100,1,23.09.1996,184270
1990089,cseD,82450,3,28.09.1996,184124
1990090,dskA,15905,1,17.09.1996,184105
1990091,drsA,34500,1,12.09.1996,183042
1990092,lmpB,23415,1,23.09.1996,183211
1990093,cseA,13245,2,30.09.1996,184166
1990094,drsB,43595,2,23.09.1996,183457
1990095,bedD,51790,2,13.09.1996,183929
1990096,frmB,22485,1,21.09.1996,184246
1990097,bedE,49505,1,08.09.1996,184537
1990098,sofE,50500,3,07.09.1996,183070
1990099,bedE,49505,2,12.09.1996,183392
1990100,vse3,12459,2,03.09.1996,183164
1990101,tblE,24550,1,25.09.1996,182927
1990102,vse3,12459,2,29.09.1996,183483
1990103,vse4,8852,3,13.09.1996,184410
1990104,bedC,82500,2,06.09.1996,184354
1990105,lmpD,4995,1,13.09.1996,183930
1990106,lmpB,23415,1,22.09.1996,183106
1990107,drsB,43595,1,05.09.1996,184257
1990108,tblE,24550,1,27.09.1996,182988
1990109,chrB,4990,3,13.09.1996,183664
1990110,bedD,51790,1,30.09.1996,183501
1990111,drsC,41525,3,30.09.1996,184518
1990112,cseB,93215,2,19.09.1996,183119
1990113,sofD,46100,2,22.09.1996,182995
1990114,tblD,14500,3,08.09.1996,184228
1990115,lmpC,4295,3,24.09.1996,183140
1990116,tblA,14995,3,01.09.1996,183231
1990117,drsA,34500,1,15.09.1996,183908
1990118,lmpD,4995,3,16.09.1996,184075
1990119,sofD,46100,1,13.09.1996,183371
1990120,chrB,4990,3,11.09.1996,184536
1990121,vse3,12459,1,27.09.1996,184456
1990122,vse3,12459,1,07.09.1996,184058
1990123,vse1,7395,2,30.09.1996,183538
1990124,lmpB,23415,1,13.09.1996,183727
1990125,bedE,49505,2,17.09.1996,184036
1990126,drsC,41525,3,27.09.1996,184412
1990127,drsD,84590,3,04.09.1996,183606
1990128,lmpD,4995,3,03.09.1996,184271
1990129,dskB,34550,3,30.09.1996,183352
1990130,lmpC,4295,1,13.09.1996,183221
1990131,vse2,9915,3,17.09.1996,183466
1990132,cseB,93215,1,15.09.1996,183444
1990133,tblB,24590,2,28.09.1996,183945
1990134,vse1,7395,2,22.09.1996,183892
1990135,cseC,38450,3,14.09.1996,183222
1990136,lmpC,4295,3,07.09.1996,182935
1990137,cseD,82450,3,20.09.1996,184120
1990138,drsA,34500,3,29.09.1996,183345
1990139,vse4,8852,3,19.09.1996,183140
1990140,dskA,15905,3,07.09.1996,184546
1990141,cseC,38450,2,16.09.1996,184246
1990142,sofE,50500,1,13.09.1996,184512
1990143,drsA,34500,1,03.09.1996,183926
1990144,vse4,8852,2,09.09.1996,183792
1990145,sofE,50500,3,23.09.1996,184399
1990146,vse4,8852,1,07.09.1996,182994
1990147,drsA,34500,1,15.09.1996,184405
1990148,frmB,22485,1,15.09.1996,183877
1990149,drsC,41525,3,02.09.1996,184125
1990150,sofF,32550,2,20.09.1996,184297
1990151,tblA,14995,3,10.09.1996,183019
1990152,frmA,19055,3,29.09.1996,183989
1990153,tblA,14995,1,04.09.1996,183601
1990154,vse2,9915,3,11.09.1996,183511
1990155,drsC,41525,2,17.09.1996,183848
1990156,cseD,82450,1,05.09.1996,183159
1990157,sofE,50500,1,23.09.1996,183733
1990158,lmpB,23415,3,27.09.1996,183175
1990159,vse1,7395,2,30.09.1996,183890
1990160,sofE,50500,3,04.09.1996,183229
1990161,sofC,51500,3,15.09.1996,184188
1990162,bedE,49505,2,28.09.1996,184445
1990163,drsB,43595,3,10.09.1996,183210
1990164,bedC,82500,1,14.09.1996,184223
1990165,bedA,41590,1,15.09.1996,183145
1990166,frmA,19055,3,16.09.1996,183221
1990167,tblD,14500,3,11.09.1996,183577
1990168,tblB,24590,2,20.09.1996,184331
1990169,sofF,32550,2,26.09.1996,183919
1990170,bedF,105500,1,24.09.1996,184145
1990171,sofC,51500,1,14.09.1996,184310
1990172,tblC,40595,3,27.09.1996,183446
1990173,vse3,12459,1,30.09.1996,183167
1990174,sofF,32550,1,18.09.1996,183618
1990175,sofE,50500,3,22.09.1996,184326
1990176,drsB,43595,1,30.09.1996,183515
1990177,tblD,14500,3,27.09.1996,184007
1990178,vse2,9915,2,22.09.1996,183601
1990179,tblB,24590,1,08.09.1996,183769
1990180,drsA,34500,1,01.09.1996,184445
1990181,sofC,51500,1,29.09.1996,184311
1990182,vse1,7395,2,20.09.1996,183224
1990183,bedD,51790,1,05.09.1996,183679
1990184,vse4,8852,2,29.09.1996,183245
1990185,lmpD,4995,1,25.09.1996,184472
1990186,sofD,46100,1,27.09.1996,183555
1990187,drsA,34500,3,23.09.1996,184474
1990188,vse4,8852,2,17.09.1996,183321
1990189,bedC,82500,1,18.09.1996,183846
1990190,frmB,22485,2,13.09.1996,183573
1990191,cseB,93215,2,27.09.1996,183468
1990192,bedE,49505,1,28.09.1996,183789
1990193,tblE,24550,2,06.09.1996,183416
1990194,vse3,12459,1,30.09.1996,184351
1990195,tblE,24550,2,15.09.1996,184326
1990196,lmpD,4995,1,01.09.1996,183665
1990197,drsA,34500,1,05.09.1996,184543
1990198,lmpB,23415,3,12.09.1996,184241
1990199,vse4,8852,2,02.09.1996,183793
1990200,sofC,51500,1,22.09.1996,184425
1990201,chrA,4595,3,07.09.1996,184130
1990202,lmpB,23415,2,08.09.1996,184076
1990203,drsA,34500,3,05.09.1996,184425
1990204,vse2,9915,1,04.09.1996,183520
1990205,cseB,93215,3,12.09.1996,184202
1990206,tblA,14995,1,01.09.1996,184507
1990207,sofE,50500,2,10.09.1996,183656
1990208,bedA,41590,2,14.09.1996,183977
1990209,dskB,34550,2,02.09.1996,182958
1990210,bedE,49505,1,20.09.1996,183081
1990211,tblA,14995,3,23.09.1996,183402
1990212,drsA,34500,1,11.09.1996,183488
1990213,frmA,19055,3,07.09.1996,183678
1990214,sofF,32550,1,08.09.1996,183124
1990215,sofE,50500,3,25.09.1996,183274
1990216,cseB,93215,2,21.09.1996,183828
1990217,lmpA,32415,3,03.09.1996,183815
1990218,chrB,4990,2,13.09.1996,183540
1990219,cseC,38450,3,04.09.1996,183038
1990220,sofB,49500,1,19.09.1996,183493
1990221,tblA,14995,2,08.09.1996,183671
1990222,drsA,34500,1,21.09.1996,184253
1990223,lmpA,32415,1,25.09.1996,183528
1990224,chrB,4990,3,03.09.1996,183140
1990225,cseA,13245,1,16.09.1996,183025
1990226,tblA,14995,3,02.09.1996,184379
1990227,sofE,50500,2,20.09.1996,183374
1990228,cseB,93215,3,27.09.1996,183383
1990229,sofF,32550,1,23.09.1996,184310
1990230,frmB,22485,2,04.09.1996,184323
1990231,dskB,34550,3,22.09.1996,183965
1990232,lmpD,4995,2,05.09.1996,183832
1990233,sofA,34500,2,18.09.1996,183113
1990234,tblD,14500,3,17.09.1996,183169
1990235,vse1,7395,2,10.09.1996,183344
1990236,bedE,49505,1,14.09.1996,183753
1990237,chrA,4595,1,23.09.1996,183172
1990238,vse4,8852,2,01.09.1996,184099
1990239,drsA,34500,1,17.09.1996,184111
1990240,tblA,14995,3,25.09.1996,183402
1990241,bedD,51790,3,02.09.1996,184145
1990242,dskA,15905,1,17.09.1996,184193
1990243,lmpA,32415,3,13.09.1996,183831
1990244,vse2,9915,3,17.09.1996,183082
1990245,tblD,14500,1,30.09.1996,183099
1990246,tblB,24590,1,17.09.1996,183894
1990247,vse3,12459,1,30.09.1996,183827
1990248,lmpA,32415,2,12.09.1996,184365
1990249,cseC,38450,3,23.09.1996,184091
1990250,tblD,14500,3,21.09.1996,184353
1990251,bedC,82500,1,18.09.1996,183693
1990252,cseC,38450,3,15.09.1996,183935
1990253,drsC,41525,1,23.09.1996,183272
1990254,bedE,49505,2,27.09.1996,183973
1990255,sofC,51500,3,09.09.1996,183688
1990256,dskB,34550,2,30.09.1996,183067
1990257,bedB,59590,1,30.09.1996,183532
1990258,lmpA,32415,2,17.09.1996,183949
1990259,tblE,24550,1,15.09.1996,182969
1990260,sofA,34500,3,08.09.1996,184194
1990261,sofD,46100,3,13.09.1996,183005
1990262,vse3,12459,2,14.09.1996,184406
1990263,bedE,49505,1,16.09.1996,183745
1990264,frmB,22485,2,20.09.1996,183968
1990265,tblB,24590,3,01.09.1996,184414
1990266,tblA,14995,2,06.09.1996,183917
1990267,sofE,50500,1,02.09.1996,183969
1990268,cseA,13245,1,25.09.1996,183408
1990269,drsA,34500,1,21.09.1996,183321
1990270,tblC,40595,1,08.09.1996,183985
1990271,cseB,93215,1,24.09.1996,184042
1990272,dskA,15905,2,13.09.1996,183733
1990273,cseC,38450,3,07.09.1996,183051
1990274,chrC,14500,2,13.09.1996,183443
1990275,vse1,7395,1,10.09.1996,183613
1990276,cseB,93215,2,09.09.1996,183059
1990277,bedB,59590,2,30.09.1996,183504
1990278,sofF,32550,3,03.09.1996,183359
1990279,bedB,59590,1,03.09.1996,183252
1990280,chrA,4595,2,01.09.1996,183664
1990281,bedB,59590,1,06.09.1996,184531
1990282,vse1,7395,1,10.09.1996,183210
1990283,bedE,49505,1,11.09.1996,184488
1990284,tblD,14500,1,07.09.1996,184465
1990285,bedF,105500,2,16.09.1996,184088
1990286,lmpB,23415,3,22.09.1996,184180
1990287,bedA,41590,3,29.09.1996,184470
1990288,sofA,34500,3,18.09.1996,183478
1990289,sofF,32550,1,25.09.1996,184165
1990290,bedE,49505,1,05.09.1996,184432
1990291,tblC,40595,3,29.09.1996,183533
1990292,tblA,14995,2,06.09.1996,183006
1990293,tblA,14995,1,07.09.1996,183024
1990294,bedC,82500,3,13.09.1996,183569
1990295,cseC,38450,3,24.09.1996,183150
1990296,sofA,34500,3,26.09.1996,183876
1990297,vse2,9915,2,22.09.1996,183470
1990298,sofE,50500,1,02.09.1996,184133
1990299,bedA,41590,1,12.09.1996,183043
1990300,chrC,14500,1,25.09.1996,184359
1990301,lmpD,4995,2,07.09.1996,183318
1990302,cseC,38450,1,12.09.1996,183815
1990303,frmB,22485,3,07.09.1996,184492
1990304,chrC,14500,2,29.09.1996,184418
1990305,tblE,24550,1,02.09.1996,183295
1990306,lmpC,4295,3,22.09.1996,184262
1990307,cseB,93215,1,22.09.1996,184280
1990308,drsB,43595,1,14.09.1996,183746
1990309,tblB,24590,1,25.09.1996,183223
1990310,sofF,32550,1,13.09.1996,183750
1990311,bedC,82500,3,16.09.1996,184158
1990312,vse2,9915,1,25.09.1996,184193
1990313,sofE,50500,3,27.09.1996,183483
1990314,sofD,46100,2,05.09.1996,184450
1990315,bedD,51790,1,01.09.1996,184427
1990316,bedA,41590,3,11.09.1996,183003
1990317,sofF,32550,1,22.09.1996,183056
1990318,chrB,4990,1,06.09.1996,183190
1990319,drsB,43595,1,15.09.1996,183232
1990320,vse4,8852,3,01.09.1996,183054
1990321,tblC,40595,1,18.09.1996,183546
1990322,sofA,34500,1,15.09.1996,183083
1990323,chrC,14500,3,25.09.1996,184483
1990324,tblA,14995,3,15.09.1996,183301
1990325,sofA,34500,1,02.09.1996,183348
1990326,tblE,24550,2,17.09.1996,184234
1990327,bedA,41590,1,26.09.1996,183110
1990328,drsA,34500,1,02.09.1996,183402
1990329,chrB,4990,1,01.09.1996,183139
1990330,bedD,51790,2,22.09.1996,184006
1990331,tblA,14995,2,14.09.1996,183881
1990332,bedE,49505,1,03.09.1996,183311
1990333,drsD,84590,3,16.09.1996,184355
1990334,tblA,14995,1,16.09.1996,183019
1990335,bedB,59590,2,16.09.1996,183639
1990336,vse3,12459,3,05.09.1996,183312
1990337,bedD,51790,3,02.09.1996,183589
1990338,bedB,59590,1,08.09.1996,184261
1990339,chrB,4990,3,04.09.1996,182979
1990340,cseA,13245,2,07.09.1996,182954
1990341,bedF,105500,3,12.09.1996,183409
1990342,bedB,59590,2,10.09.1996,184158
1990343,bedF,105500,3,08.09.1996,183576
1990344,frmA,19055,2,03.09.1996,184433
1990345,cseA,13245,1,20.09.1996,183037
1990346,sofC,51500,2,28.09.1996,184024
1990347,sofC,51500,3,03.09.1996,183084
1990348,sofE,50500,1,19.09.1996,183285
1990349,frmB,22485,2,01.09.1996,184258
1990350,chrA,4595,1,03.09.1996,183758
1990351,cseD,82450,2,06.09.1996,184174
1990352,tblA,14995,2,27.09.1996,183797
1990353,vse2,9915,2,25.09.1996,183825
1990354,bedF,105500,2,29.09.1996,183007
1990355,bedB,59590,2,11.09.1996,183312
1990356,chrB,4990,3,17.09.1996,183694
1990357,bedC,82500,1,08.09.1996,183348
1990358,cseA,13245,1,23.09.1996,184116
1990359,vse4,8852,3,18.09.1996,183895
1990360,bedD,51790,2,07.09.1996,182970
1990361,bedF,105500,3,28.09.1996,183888
1990362,cseA,13245,2,19.09.1996,183352
1990363,lmpD,4995,2,21.09.1996,183444
1990364,sofB,49500,3,20.09.1996,183140
1990365,vse4,8852,3,22.09.1996,184312
1990366,tblA,14995,2,14.09.1996,183625
1990367,drsB,43595,2,24.09.1996,183857
